grcode1,name1,detail of group 1,grcode2,name2,detail of group 2,grcode3,name3,detail of group 3,grcode4,name4,detail of group 4,no,generic name,syn name,detail of generic name,ประเภทยา,dosage,ED,คำแนะนำ,เงื่อนไข,คำเตือนและข้อควรระวัง,หมายเหตุ,Footnote,link file,Code ฉ.67,edit
8,Malignant disease and immunosuppression ,,1,Cytotoxic drugs ,,5,Other antineoplastic drugs ,,,,,20,Trastuzumab,,,,sterile pwdr (เฉพาะ 150 mg และ 440 mg),จ(2),,ใช้กับผู้ป่วยโรคมะเร็งเต้านมระยะเริ่มต้น (early stage breast cancer) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3,,,,,C5,"ปรับแนวทางกำกับการใช้ยาในบัญชี จ(2), ปรับลำดับ"
8,Malignant disease and immunosuppression,,2,Drugs affecting the immune response,,,,,,,,1,Dexamethasone,,,,"cap (as base) , tab (as base), sterile sol (as sodium phosphate or acetate)",ก,,,,,,,S,
8,Malignant disease and immunosuppression,,2,Drugs affecting the immune response,,,,,,,,2,Prednisolone,,,,"cap, tab",ก,,,,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,3,Azathioprine,,,,tab,ค,,,,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,4,Ciclosporin ,Cyclosporin,,,"cap, oral sol, oral susp, sterile sol",ค,,,,,,,S,
8,Malignant disease and immunosuppression,,2,Drugs affecting the immune response,,,,,,,,5,Methylprednisolone,,,,sterile pwdr/sterile susp (as hemisuccinate or sodium succinate or acetate),ค,,,,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,6,"Antithymocyte immunoglobulin, rabbit",ATG,,,"sterile pwdr , sterile sol",ง,,"1. ใช้ในระยะ induction สำหรับผู้ป่วยที่ได้รับการปลูกถ่ายไตที่มีระดับความเสี่ยงปานกลางขึ้นไป ต่อการเกิด acute allograft rejection
2. ใช้รักษาระยะ induction ในผู้ป่วยที่มีความเสี่ยงสูงต่อการเกิด acute allograft rejection ใน solid organ transplantation ที่ไม่ใช่การปลูกถ่ายไต
3. ใช้รักษาภาวะ acute allograft rejection เฉพาะ solid organ transplantation ที่ไม่ตอบสนองต่อ pulse methylprednisolone หรือที่มีพยาธิสภาพรุนแรง
4. ใช้รักษาระยะ induction ในผู้ป่วยปลูกถ่ายหัวใจที่ไม่สามารถใช้ basiliximab ได้ หรือ ผู้ป่วยปลูกถ่ายไต-หัวใจ (heart-kidney transplantation)",,"จัดเป็นบัญชี จ(2) เมื่อใช้สำหรับ severe aplastic anemia ดูข้อ 9.1.2 Drugs used in hypoplastic, hemolytic and renal anemias",,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,7,Basiliximab,,,,sterile pwdr,ง,,"1.ใช้รักษาระยะ induction ในผู้ป่วยปลูกถ่ายไตที่มีความเสี่ยงต่ำ (Low Risk: LR) ขึ้นไป
2.ใช้รักษาระยะ induction ในผู้ป่วยปลูกถ่ายตับที่มีปัญหาไตร่วมด้วย หรือมีความเสี่ยงของการเกิดปัญหาไต ข้อใดข้อหนึ่งดังต่อไปนี้
2.1 ผู้ป่วยที่มีภาวะ hepatorenal syndrome
2.2 ผู้ป่วยที่มีภาวะไตวายเฉียบพลันก่อนผ่าตัด
2.3 ผู้ป่วย CKD stage III ขึ้นไป หรือ CKD stage II with acute kidney injury
2.4 ภาวะอื่นๆ ได้แก่ massive blood loss (มากกว่า 1 blood volume), prolonged hypotension (หรือ shock มากกว่า 3 ชั่วโมง), fulminant /subfulminant hepatic failure , impending primary graft non-function ( AST/ALT> 2,000 IU/L ภายใน 24 ชั่วโมงแรกของการผ่าตัด)
3. ใช้รักษาระยะ induction ในผู้ป่วยปลูกถ่ายหัวใจ ยกเว้นในผู้ป่วยปลูกถ่ายไตหัวใจ (Heart-Kidney Transplantation)
",,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,8,Mycophenolate mofetil ,,,,"cap, tab",ง,,"1. ใช้กับผู้ป่วยปลูกถ่ายตับในระยะ maintenance therapy
2. กรณีผู้ป่วยไตมีเงื่อนไข คือ
   2.1 ใช้เป็น alternative drug ในกรณีผู้ป่วยปลูกถ่ายไตในระยะ maintenance therapy
   2.2 ใช้เป็น alternative drug ในกรณีผู้ป่วย severe lupus nephritis (class III-IV) ในกรณี  ดังนี้
        2.2.1 ระยะ induction therapy* ในกรณีดังนี้
                2.2.1.1 กรณีที่ใช้ Intravenous cyclophosphamide (IVCY) อย่างน้อย 6 เดือนแล้วไม่ได้ผล และไม่สามารถทำให้เกิด remission** ได้ หรือ
                2.2.1.2 กรณีที่เคยได้รับ Intravenous cyclophosphamide (IVCY) ครบ 1 course แล้ว และมี active lupus nephritis ซ้ำอีก หรือ
                2.2.1.3 กรณีผู้ป่วยไม่สามารถรับ Intravenous cyclophosphamide (IVCY) ได้
        2.2.2 ในระยะ maintenance therapy ที่ใช้ Azathioprine ไม่ได้หรือใช้แล้วไม่ได้ผล
3. ใช้กับผู้ป่วยปลูกถ่ายหัวใจในระยะ maintenance therapy
4. ใช้สำหรับผู้ป่วย Neuromyelitis optica spectrum disorder (NMOSD) ในกรณีดังนี้
4.1 ใช้ยา prednisolone ร่วมกับยา azathioprine แล้วยังไม่สามารถป้องกันการกลับเป็นซ้ำของโรคได้หลังจากได้ยาในปริมาณที่เหมาะสม Prednisolone (10-20 mg/day) ร่วมกับ Azathioprine (2-3 mg/kg/day) เป็นเวลา 6 เดือน
4.2 ผู้ป่วยมีข้อห้ามใช้ยา Prednisolone หรือ Azathioprine เพียงข้อใดข้อหนึ่ง ดังนี้
4.2.1 มีภาวะตับอักเสบที่มีค่าเอนไซม์ของตับ (AST และ ALT) เพิ่มมากกว่าค่าปกติ 5 เท่า
4.2.2 มีภาวะเม็ดเลือดขาวต่ำกว่า 3,000 cells/µl หรือ มีปริมาณนิวโทรฟิลน้อยกว่า 1,000 cells/µl
4.2.3 มีอาการแพ้ยา เช่น มีผื่นแพ้ยาจากยา Azathioprine หรือมีภาวะอื่นๆ ที่ไม่สามารถใช้ยา Prednisolone ได้ เช่น มีภาวะน้ำตาลสูงที่ไม่สามารถควบคุมได้, กระดูกพรุนอย่างรุนแรง, ภาวะ avascular necrosis, ภาวะต้อหินจากยา หรือมีความผิดปกติทางเมตาบอลิซึมอื่นๆ ที่ส่งผลต่อภาวะทุพพลภาพของผู้ป่วยได้
5. ใช้สำหรับรักษาภาวะ systemic sclerosis-associated interstitial lung disease (SSc-ILD) 
ที่ไม่ตอบสนองหลังได้รับยา Cyclophosphamide ภายในระยะเวลา 6 เดือน หรือมีข้อห้ามหรือ
ไม่สามารถทนต่ออาการข้างเคียงจากการใช้ยา Cyclophosphamide โดยมีการติดตามประเมินผลนาน 1 ปีหลังได้รับยา",,"1. *ระยะ induction therapy ควรทำ kidney biopsy เพื่อยืนยันการวินิจฉัย
2. **remission ของ severe lupus nephritis (class III-IV) หมายถึง การมีระดับ serum creatinine ลดลงและมีปริมาณโปรตีนในปัสสาวะน้อยกว่า 1 กรัมต่อวันร่วมกับไม่มีการกำเริบนอกไต
3. ผู้ป่วยไม่ตอบสนองหลังได้รับยา Cyclophosphamide ต้องมีลักษณะทางคลินิกแย่ลงโดยไม่มีสาเหตุ/ภาวะอื่น ร่วมกับการตรวจพบต่อไปนี้อย่างใดอย่างหนึ่ง ดังนี้
3.1 FVC ลดลงจากเดิม ≥ 10% (ที่ไม่ได้เกิดจาก severe myositis) หรือ
3.2 FVC ลดลง 5-10% ร่วมกับ DLco ลดลง > 15% หรือ oxygen desaturation ลดลงจาก baseline≥3%  หรือ HRCT มีลักษณะที่บ่งบอกว่ามีการอักเสบเพิ่มขึ้น
4. ผู้ป่วยมีข้อห้ามต่อการใช้ยา Cyclophosphamide ดังนี้
4.1 มีภาวะ hypersensitivity ต่อยา Cyclophosphamide หรือ
4.2 ผู้ป่วยตั้งครรภ์หรือให้นมบุตร หรือ
4.3 ผู้ป่วยมีการติดเชื้อรุนแรงหรือเรื้อรังที่ยังไม่ได้รับการรักษา หรือ
4.4 ผู้ป่วยมีการกีดขวางหรือการอุดตันของทางเดินปัสสาวะ (urinary outflow obstruction) หรือ
4.5 ขนาดยา Cyclophosphamide ที่ได้รับสะสมมากกว่า 36 กรัม
5. ผู้ป่วยไม่สามารถทนต่ออาการข้างเคียงจากการใช้ยา Cyclophosphamide ดังนี้
5.1 ภาวะติดเชื้อรุนแรง (severe infection) หรือ
5.2 คลื่นไส้อาเจียนรุนแรง แม้ว่าจะได้รับยาลดอาการอาเจียนอย่างเต็มที่แล้ว หรือ
5.3 มะเร็งกระเพาะปัสสาวะ (bladder cancer) หรือ
5.4 absolute neutrophil count < 1500/mm3 หรือ
5.5 severe hemorrhagic cystitis
6. ยาเม็ด Mycophenolate mofetil ขนาด 250 mg มีราคาต่ำสุดที่ต่อรองได้เม็ดละ 12 บาท (ราคารวมภาษีมูลค่าเพิ่ม) และยาเม็ด Mycophenolate mofetil ขนาด 500 mg มีราคาต่ำสุดที่ต่อรองได้เม็ดละ 20 บาท (ราคารวมภาษีมูลค่าเพิ่ม)  กำหนดยืนราคา 730 วัน นับจากวันที่ 4 กันยายน 2565 เงื่อนไข และรายละเอียดอื่น ๆ ให้ดูตามแบบเสนอยาในเว็บไซต์ http://ndi.fda.moph.go.th/drug_national/”
",,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,9,Tacrolimus,,,,"cap, sterile sol (concentrate for infusion)",ง,,"1. ใช้กับผู้ป่วยปลูกถ่ายไตในระยะ maintenance therapy ที่อยู่ในกลุ่มที่มีความเสี่ยงปานกลาง (MR) ขึ้นไป
2. ใช้กับผู้ป่วยปลูกถ่ายไต หลังเกิดภาวะ acute rejection โดยเลือกใช้เป็นตัวแรกเฉพาะผู้ป่วยที่มีความเสี่ยงปานกลาง (MR) ขึ้นไป 
3. ใช้กับผู้ป่วยปลูกถ่ายตับในระยะ maintenance therapy",,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,10,Sirolimus ,Rapamycin,,,"oral sol (เฉพาะ 1 mg/ml), tab (เฉพาะ 1 mg)",ง,,"1. ใช้กับผู้ป่วยปลูกถ่ายไตในระยะ maintenance therapy ที่มีเงื่อนไขข้อใดข้อหนึ่ง ดังต่อไปนี้
1.1. ต้องการหลีกเลี่ยงพิษต่อไต หรือผลข้างเคียงอื่น ๆ จากยา cyclosporin หรือ tacrolimus
1.2. ติดเชื้อ เช่น CMV (Cytomegalovirus) หรือ BKV (BK virus) ภายหลังจากการปลูกถ่ายไต
1.3. ตรวจพบ หรือมีความเสี่ยงสูง ในการเกิดมะเร็งภายหลังจากการปลูกถ่ายไต”
2. ใช้กับผู้ป่วยปลูกถ่ายหัวใจที่มีภาวะไตวายที่มีค่า eGFR (CKD-EPI formula) ในช่วง 30-50 ml/min/1.73 m2
3. ใช้กับผู้ป่วยปลูกถ่ายตับที่เคยได้รับยา sirolimus มาก่อนและไม่มีปัญหาการตอบสนองต่อยา",,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,11,Everolimus,,,,tab (เฉพาะ 0.25 mg และ 0.5 mg),ง,,"1. ใช้กับผู้ป่วยปลูกถ่ายตับระยะ maintenance therapy ร่วมกับยา tacrolimus เพื่อหลีกเลี่ยงภาวะแทรกซ้อนจากการใช้ยา  tacrolimus ในขนาดสูงและเกิดผลข้างเคียงจากการใช้ยา mycophenolate mofetil ได้แก่ ปวดท้อง ท้องเสียเรื้อรัง (มากกว่า 2 สัปดาห์) ภาวะกดไขกระดูก
2. ใช้กับผู้ป่วยปลูกถ่ายหัวใจ ที่มีภาวะดังต่อไปนี้
2.1 ภาวะ cardiac allograft vasculopathy ที่ยืนยันโดย coronary angiogram หรือ intravascular ultrasound (IVUS) และ/หรือ
2.2 ภาวะไตวายที่มีค่า eGFR (CKD-EPI formula) น้อยกว่า 30 ml/min/1.73 m2",,,,,S,
8,Malignant disease and immunosuppression ,,2,Drugs affecting the immune response ,,,,,,,,12,BCG,Bacillus Calmette-Guérin,,,freeze-dried pwdr for bladder instillation,ง,,ใช้สำหรับมะเร็งกระเพาะปัสสาวะชนิด superficial bladder cancer,,,,,S,
8,Malignant disease and immunosuppression,,2,Drugs affecting the immune response,,,,,,,,13,"Human normal immunoglobulin, intravenous",IVIG ,,,"sterile pwdr, sterile sol",จ(2),,"เงื่อนไข 
1. ใช้สำหรับโรคคาวาซากิระยะเฉียบพลัน (acute phase of Kawasaki disease) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
2. ใช้สำหรับโรคภูมิคุ้มกันบกพร่องปฐมภูมิ (primary immunodeficiency diseases) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
3. ใช้สำหรับโรค immune thrombocytopenia ชนิดรุนแรง โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
4. ใช้สำหรับ autoimmune hemolytic anemia (AIHA) ที่ไม่ตอบสนองต่อการรักษาตามขั้นตอนของมาตรฐานการรักษาและมีอาการรุนแรงที่อาจเป็นอันตรายถึงแก่ชีวิต โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
5. ใช้สำหรับโรค Guillain–Barré syndrome ที่มีอาการรุนแรง โดยมีแนวทางกำกับการใช้ยาเป็นไปตาม รายละเอียดในภาคผนวก 3 
6. ใช้สำหรับโรคกล้ามเนื้ออ่อนแรงชนิดร้ายระยะวิกฤต (myasthenia gravis, acute exacerbation หรือ myasthenic crisis) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
7. ใช้สำหรับโรค pemphigus vulgaris ที่มีอาการรุนแรง และไม่ตอบสนองต่อการรักษาด้วยยามาตรฐาน โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
8. ใช้สำหรับ hemophagocytic lymphohistiocytosis (HLH) โดยมีแนวทางกำกับการใช้ยาเป็นไปตาม รายละเอียดในภาคผนวก 3 
9. ใช้เป็น second-line treatment สำหรับ dermatomyositis โดยมีแนวทางกำกับการใช้ยาเป็นไปตาม  รายละเอียดในภาคผนวก 3
10. ใช้สำหรับโรค Chronic Inflammatory Demyelinating Polyradiculoneuropathy (CIDP) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3
11. ใช้สำหรับโรค multifocal motor neuropathy with conduction block โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
12. ใช้สำหรับโรคสมองอักเสบจากภูมิคุ้มกันผิดปกติ (autoimmune encephalitis) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดที่สำนักงานหลักประกันสุขภาพแห่งชาติ สำนักงานประกันสังคม กระทรวงแรงงาน และกรมบัญชีกลาง กระทรวงการคลัง ประกาศกำหนด
",,"การจัดหายาฉีด Human normal immunoglobulin, intravenous (IVIG) เงื่อนไขใช้สำหรับโรคสมองอักเสบจากภูมิคุ้มกันผิดปกติ (autoimmune encephalitis) เป็นไปตามที่กองทุนในระบบประกันสุขภาพกำหนด",,,"C4, C5","เพิ่มเงื่อนไข, เพิ่มหมายเหตุ"
8,Malignant disease and immunosuppression,,2,Drugs affecting the immune response,,,,,,,,14,Rituximab,,,,sterile sol,จ(2),,"1. ใช้สำหรับกลุ่มโรคนิวโรมัยอิลัยติสออพติกา (neuromyelitis optica spectrum disorder; NMOSD) 
ที่ไม่ตอบสนองต่อการรักษาด้วยยา Prednisolone + Azathioprine หรือมีข้อห้ามในการใช้ยา Prednisolone หรือ Azathioprine โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
2. ใช้สำหรับโรคมัลติเพิลสเคลอโรสิชชนิดที่มีการกลับเป็นซ้ำ (relapsing remitting multiple sclerosis; RRMS) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดที่สำนักงานหลักประกันสุขภาพแห่งชาติ สำนักงานประกันสังคม กระทรวงแรงงาน และกรมบัญชีกลาง กระทรวงการคลัง ประกาศกำหนด 
3. ใช้สำหรับโรคเส้นประสาทอักเสบเรื้อรังที่ไม่ตอบสนองต่อยาสเตียรอยด์ (refractory chronic inflammatory demyelinating polyneuropathy) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3
4. ใช้สำหรับโรคมัยแอสติเนียเกรวิสที่รุนแรงและไม่ตอบสนองต่อยาสเตียรอยด์ (severe myasthenia gravis) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
5. ใช้สำหรับโรคสมองอักเสบจากภูมิคุ้มกันผิดปกติ (autoimmune encephalitis) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 
6. ใช้สำหรับโรค autoimmune myositis ชนิด necrotizing autoimmune myopathy (NAM) โดยมีแนวทางกำกับการใช้ยาเป็นไปตามรายละเอียดในภาคผนวก 3 ",,"1. การจัดหายาฉีด Rituximab เงื่อนไขใช้สำหรับโรคมัลติเพิลสเคลอโรสิชชนิดที่มีการกลับเป็นซ้ำ (relapsing remitting multiple sclerosis; RRMS) เป็นไปตามที่กองทุนในระบบประกันสุขภาพกำหนด
2. ยา Rituximab เงื่อนไขใช้สำหรับโรคเส้นประสาทอักเสบเรื้อรังที่ไม่ตอบสนองต่อยาสเตียรอยด์ (Refractory chronic inflammatory demyelinating polyneuropathy) โรคมัยแอสติเนียเกรวิสที่รุนแรงและไม่ตอบสนองต่อยาสเตียรอยด์ (severe myasthenia gravis) โรคสมองอักเสบจากภูมิคุ้มกันผิดปกติ (autoimmune encephalitis) และโรค autoimmune myositis ชนิด necrotizing autoimmune myopathy (NAM) เป็นการใช้ยาในกรณีที่มีสถานการณ์ขาดแคลนยา Human normal immunoglobulin, intravenous (IVIG)",,,A,
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,1,"Progestogens, anti-estrogens and enzyme inhibitors",,,,,1,Tamoxifen citrate,,,,tab,ค,,ใช้สำหรับมะเร็งเต้านม,,,,,S,
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,1,"Progestogens, anti-estrogens and enzyme inhibitors",,,,,2,Anastrozole,,,,tab (เฉพาะ 1 mg),ง,,ใช้สำหรับมะเร็งเต้านมที่มี hormone receptor เป็นบวก ,,,,,C5,ยกเลิกหมายเหตุ
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,1,"Progestogens, anti-estrogens and enzyme inhibitors",,,,,3,Letrozole ,,,,tab (เฉพาะ 2.5 mg),ง,,ใช้สำหรับมะเร็งเต้านมที่มี hormone receptor เป็นบวก ,,,,,C5,ยกเลิกหมายเหตุ
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,1,"Progestogens, anti-estrogens and enzyme inhibitors",,,,,4,Megestrol acetate,,,,tab,ง,,"1. ใช้สำหรับ advanced breast cancer ที่มีผลการตรวจ hormone receptor เป็นบวก
2. ใช้สำหรับ advanced endometrial cancer (endometrioid) โดยให้ยาจนกระทั่งมีการกำเริบของโรค
3. ใช้สำหรับ early stage endometrial cancer ในผู้ป่วยอายุน้อยกว่า 40 ปี ที่เป็น  well-differentiated endometrioid ซึ่งผลการตรวจ MRI ไม่พบ myometrial invasion และให้ยาไม่เกิน 1 ปี
4. ใช้สำหรับ low grade endometrial stromal sarcoma (ESS) และให้ยาไม่เกิน 1 ปี",,,,,S,
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,2,Prostate cancer,,,,,1,Bicalutamide,,,,tab (เฉพาะ 50 mg),ง,,"1. ใช้สำหรับรักษามะเร็งต่อมลูกหมากระยะแพร่กระจาย โดยใช้เป็นยาทางเลือกลำดับที่สองต่อจากการผ่าตัดอัณฑะออกทั้งสองข้าง (bilateral orchiectomy) 
2. ใช้ร่วมกับ GnRH analogue ในผู้ป่วยโรคมะเร็งต่อมลูกหมากระยะลุกลามที่ไม่เคยได้รับการวินิจฉัยหรือรักษามาก่อนที่จำเป็นต้องได้รับการรักษาเร่งด่วน เช่น มีความเสี่ยงสูงมากต่อ pathological fracture,  มี malignant spinal cord compression, หรือมีความผิดปกติทางโลหิตวิทยาที่สงสัยมะเร็งต่อมลูกหมากระยะแพร่กระจาย (Disseminated intravascular clotting, DIC) โดยพิจารณาให้ยา bicalutamide เป็นเวลา 30 วัน ในระหว่างการรอตรวจชิ้นเนื้อเพื่อยืนยัน
",,,,,C4,เพิ่มเงื่อนไข
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,2,Prostate cancer,,,,,2,Ketoconazole,,,,tab,ง,,ใช้สำหรับมะเร็งต่อมลูกหมากชนิด castration resistance,,สำหรับ Cushing’s syndrome ที่รอการผ่าตัด หรือไม่ตอบสนองต่อการผ่าตัด และ/หรือ การฉายแสง และสำหรับรักษาภาวะ overproduction ของ androgen ในกรณี testotoxicosis ดูข้อ 6.7.3 Drugs used in endogenous glucocorticoid and androgen overproduction,,,S,
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,2,Prostate cancer,,,,,3,Leuprorelin acetate ,,,,sterile pwdr (เฉพาะ 11.25 และ 22.5 mg),ง,,"1. ใช้เป็น adjuvant therapy ร่วมกับรังสีรักษาในมะเร็งต่อมลูกหมากที่มีความเสี่ยงปานกลาง เป็นระยะเวลาไม่เกิน 6 เดือน (2 cycles)
2. ใช้เป็น adjuvant therapy ร่วมกับรังสีรักษาในมะเร็งต่อมลูกหมากที่มีความเสี่ยงสูงหรือสูงมาก เป็นระยะเวลาไม่เกิน 2 ปี (8 cycles)
3. ใช้สำหรับผู้ป่วยโรคมะเร็งต่อมลูกหมากระยะลุกลามที่ไม่เคยได้รับการวินิจฉัยหรือรักษามาก่อนที่จำเป็นต้องได้รับการรักษาเร่งด่วนโดยใช้ร่วมกับยาในกลุ่ม antiandrogens (bicalutamide) เช่น มีความเสี่ยงสูงมากต่อ pathological fracture, มี malignant spinal cord compression, หรือมีความผิดปกติทางโลหิตวิทยาที่สงสัยมะเร็งต่อมลูกหมากระยะแพร่กระจาย (DIC) โดยพิจารณาให้ยา GnRH analogue เพียง 1 ครั้ง ในระหว่างการรอตรวจชิ้นเนื้อเพื่อยืนยัน
",,"1. กลุ่มผู้ป่วยที่มีความเสี่ยงปานกลาง (Intermediate risk of recurrence) คือ ผู้ที่อยู่ในระยะโรค cT2b ถึง cT2c 
ตาม TNM staging system หรือมีค่า Gleason score เท่ากับ 7 หรือมีค่า serum PSA เท่ากับ 10-20 ng/mL อย่างใดอย่างหนึ่ง
2. กลุ่มผู้ป่วยที่มีความเสี่ยงสูง (High risk of recurrence) คือ ผู้ที่อยู่ในระยะโรค cT3a ตาม TNM staging 
system หรือมีค่า Gleason score เท่ากับ 8-10 หรือมีค่า serum PSA มากกว่า 20 ng/mL อย่างใดอย่างหนึ่ง  หรือผู้ป่วยอยู่ในกลุ่มมีความเสี่ยงสูงมาก (Very High risk of recurrence) คือผู้ที่อยู่ในระยะโรค cT3b ถึง cT4
3. ยาฉีด Leuprorelin acetate ขนาด 11.25 mg และ 22.5 mg ที่ต่อรองได้เข็มละไม่เกิน 7,000 บาท (ราคารวมภาษีมูลค่าเพิ่ม) กำหนดยืนราคา 730 วัน นับจากวันที่ประกาศมีผลบังคับใช้ เงื่อนไข และรายละเอียดอื่น ๆ ให้ดูตามแบบเสนอยาในเว็บไซต์ http://ndi.fda.moph.go.th/drug_national/",,,"C4, C5","เพิ่มเงื่อนไข, เพิ่มหมายเหตุ"
8,Malignant disease and immunosuppression ,,3,Sex hormones and hormone antagonists in malignant disease ,,2,Prostate cancer,,,,,4,Triptorelin pamoate,,,,sterile pwdr (เฉพาะ 11.25 mg),ง,,"1. ใช้เป็น adjuvant therapy ร่วมกับรังสีรักษาในมะเร็งต่อมลูกหมากที่มีความเสี่ยงปานกลาง เป็นระยะเวลาไม่เกิน 6 เดือน (2 cycles)
2. ใช้เป็น adjuvant therapy ร่วมกับรังสีรักษาในมะเร็งต่อมลูกหมากที่มีความเสี่ยงสูงหรือสูงมาก เป็นระยะเวลาไม่เกิน 2 ปี (8 cycles)
3. ใช้สำหรับผู้ป่วยโรคมะเร็งต่อมลูกหมากระยะลุกลามที่ไม่เคยได้รับการวินิจฉัยหรือรักษามาก่อนที่จำเป็นต้องได้รับการรักษาเร่งด่วนโดยใช้ร่วมกับยาในกลุ่ม antiandrogens (bicalutamide) เช่น มีความเสี่ยงสูงมากต่อ pathological fracture, มี malignant spinal cord compression, หรือมีความผิดปกติทางโลหิตวิทยาที่สงสัยมะเร็งต่อมลูกหมากระยะแพร่กระจาย (DIC) โดยพิจารณาให้ยา GnRH analogue เพียง 1 ครั้ง ในระหว่างการรอตรวจชิ้นเนื้อเพื่อยืนยัน",,"1. กลุ่มผู้ป่วยที่มีความเสี่ยงปานกลาง (Intermediate risk of recurrence) คือ ผู้ที่อยู่ในระยะโรค cT2b ถึง cT2c 
ตาม TNM staging system หรือมีค่า Gleason score เท่ากับ 7 หรือมีค่า serum PSA เท่ากับ 10-20 ng/mL อย่างใดอย่างหนึ่ง
2. กลุ่มผู้ป่วยที่มีความเสี่ยงสูง (High risk of recurrence) คือ ผู้ที่อยู่ในระยะโรค cT3a ตาม TNM staging 
system หรือมีค่า Gleason score เท่ากับ 8-10 หรือมีค่า serum PSA มากกว่า 20 ng/mL อย่างใดอย่างหนึ่ง หรือผู้ป่วยอยู่ในกลุ่มมีความเสี่ยงสูงมาก (Very High risk of recurrence) คือผู้ที่อยู่ในระยะโรค cT3b ถึง cT4
3. ยาฉีด Triptorelin pamoate ขนาด 11.25 mg ที่ต่อรองได้ไวแอลละไม่เกิน 7,000 บาท (ราคารวมภาษีมูลค่าเพิ่ม) กำหนดยืนราคา 730 วัน นับจากวันที่ประกาศมีผลบังคับใช้ เงื่อนไข และรายละเอียดอื่น ๆ ให้ดูตามแบบเสนอยาในเว็บไซต์ http://ndi.fda.moph.go.th/drug_national/
",,,"C4, C5","เพิ่มเงื่อนไข, เพิ่มหมายเหตุ"
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,1,Fresh dried plasma,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,2,Fresh frozen plasma,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,3,Frozen cryoprecipitate,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,4,Leukocyte depleted platelets concentrate ,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,5,"Leukocyte depleted pooled platelets concentrate, random donor",LD-PPC,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,6,Lyophilized cryoprecipitate,,,,,ก,,,,,,,S,
9,Nutrition and blood ,,1,"Whole blood, blood products and drugs used in some blood disorders",,1,Whole blood and blood products ,,,,,7,Packed red cell,,,,,ก,,,,,,,S,
